POS_ID,SALE_DATE,BRANCH,SKU,VOLUME,PRICE
POS_02301,2024-08-21,Tokyo-Central,4K-Camera,5.0,2138.0496553118783
POS_02302,2024-11-28,Tokyo-Central,Controller-Pro,9.0,1199.381076293101
POS_02303,2024-07-30,Paris-South,Lithium-Cell,3.0,125.74617253316961
POS_02304,2024-09-13,London-HQ,Signal-Booster,8.0,479.30596164005215
POS_02305,2024-07-08,NYC-East,Falcon-Drone,8.0,1103.220676562541
POS_02306,2024-08-11,Paris-South,Falcon-Drone,5.0,815.7343598412814
POS_02307,2024-08-16,Berlin-West,Signal-Booster,7.0,2215.0442452946795
POS_02308,2024-07-11,NYC-East,4K-Camera,5.0,2961.34577210195
POS_02309,2024-11-25,Paris-South,Landing-Gear,5.0,786.4035419265887
POS_02310,2024-11-15,Paris-South,Lithium-Cell,7.0,891.6265391052458
POS_02311,2024-11-17,NYC-East,Lithium-Cell,4.0,880.0823350379831
POS_02312,2024-08-26,Berlin-West,Landing-Gear,4.0,-86.83878183853702
POS_02313,2024-10-20,NYC-East,Falcon-Drone,2.0,-87.23848078459913
POS_02314,2024-07-08,Berlin-West,Landing-Gear,4.0,383.3800532266166
POS_02315,2024-10-27,Berlin-West,Lithium-Cell,7.0,1829.6197761500243
POS_02316,2024-08-23,Tokyo-Central,4K-Camera,3.0,982.5772911135914
POS_02317,2024-08-12,NYC-East,Lithium-Cell,1.0,1152.9662032266015
POS_02318,2024-10-08,Berlin-West,Falcon-Drone,5.0,1529.676967837134
POS_02319,2024-10-09,Berlin-West,4K-Camera,2.0,2463.1852023641827
POS_02320,2024-10-26,Berlin-West,Falcon-Drone,5.0,2983.1440174034756
POS_02321,2024-11-27,Tokyo-Central,Landing-Gear,7.0,2402.919020660947
POS_02322,2024-11-15,NYC-East,Controller-Pro,8.0,439.99356750507184
POS_02323,2024-08-29,London-HQ,Falcon-Drone,7.0,2234.6891596532223
POS_02324,2024-08-03,Berlin-West,Falcon-Drone,6.0,860.9805644786118
POS_02325,2024-11-01,Berlin-West,Landing-Gear,3.0,2494.456413819472
POS_02326,2024-07-24,NYC-East,Falcon-Drone,1.0,1741.5049289021472
POS_02327,2024-09-05,Tokyo-Central,Falcon-Drone,3.0,469.7019423274518
POS_02328,2024-09-06,Paris-South,Landing-Gear,3.0,564.6062597292375
POS_02329,2024-07-21,London-HQ,Lithium-Cell,7.0,1645.0016634741166
POS_02330,2024-11-29,NYC-East,Signal-Booster,3.0,443.8828798562298
POS_02331,2024-10-08,NYC-East,Lithium-Cell,7.0,1134.8895782782795
POS_02332,2024-08-13,Paris-South,Lithium-Cell,9.0,1861.0363649062726
POS_02333,2024-07-31,London-HQ,Controller-Pro,7.0,1174.9794245618916
POS_02334,2024-08-24,London-HQ,Lithium-Cell,3.0,2302.628633208315
POS_02335,2024-07-24,Paris-South,Falcon-Drone,6.0,587.6590976095325
POS_02336,2024-12-24,London-HQ,4K-Camera,1.0,2673.874821824482
POS_02337,2024-10-05,London-HQ,Controller-Pro,5.0,193.78770205615058
POS_02338,2024-11-27,London-HQ,Lithium-Cell,4.0,1956.589694356007
POS_02339,2024-07-07,Berlin-West,4K-Camera,1.0,794.333378919811
POS_02340,2024-08-30,Paris-South,Landing-Gear,3.0,1244.3004988907976
POS_02341,2024-11-05,Paris-South,Lithium-Cell,7.0,1966.2488352475907
POS_02342,2024-11-08,Berlin-West,Falcon-Drone,9.0,2177.167273935187
POS_02343,2024-09-14,London-HQ,Falcon-Drone,3.0,2740.548503769729
POS_02344,2024-07-02,Paris-South,Controller-Pro,5.0,444.30926299185126
POS_02345,2024-11-04,Tokyo-Central,Signal-Booster,6.0,1212.5460931541613
POS_02346,2024-09-17,Paris-South,Controller-Pro,1.0,2551.982570302154
POS_02347,2024-11-18,NYC-East,Lithium-Cell,7.0,1003.1741908327351
POS_02348,2024-12-13,Tokyo-Central,Signal-Booster,4.0,4.798565916582703
POS_02349,2024-07-21,Berlin-West,Signal-Booster,4.0,1163.8538185978928
POS_02350,2024-11-11,Tokyo-Central,4K-Camera,3.0,-98.38738496384832
POS_02351,2024-11-28,NYC-East,Landing-Gear,4.0,2732.9280468043635
POS_02352,2024-08-20,London-HQ,4K-Camera,3.0,2254.6405387368927
POS_02353,2024-10-16,NYC-East,Falcon-Drone,8.0,249.14457793219918
POS_02354,2024-09-20,Paris-South,Landing-Gear,1.0,673.7767575676937
POS_02355,2024-12-07,Berlin-West,Signal-Booster,9.0,225.87815911490412
POS_02356,2024-11-30,Tokyo-Central,Signal-Booster,,1898.5924902734205
POS_02357,2024-10-03,Paris-South,Lithium-Cell,3.0,2576.664397474257
POS_02358,2024-10-04,Paris-South,Signal-Booster,6.0,2475.26818358842
POS_02359,2024-09-03,Paris-South,Falcon-Drone,9.0,2534.909510286014
POS_02360,2024-10-12,London-HQ,Lithium-Cell,9.0,823.3623413233905
POS_02361,2024-10-27,London-HQ,Landing-Gear,,860.8454428481039
POS_02362,2024-11-12,Berlin-West,Lithium-Cell,3.0,2028.2771666720273
POS_02363,2024-10-25,Tokyo-Central,Controller-Pro,1.0,1057.5303829238915
POS_02364,2024-10-15,London-HQ,Signal-Booster,7.0,338.1038855576382
POS_02365,2024-08-02,Berlin-West,4K-Camera,2.0,1286.8244367254433
POS_02366,2024-09-02,NYC-East,Signal-Booster,5.0,668.0290642936266
POS_02367,2024-11-24,Tokyo-Central,Lithium-Cell,7.0,2694.5448258357237
POS_02368,2024-11-23,London-HQ,Controller-Pro,4.0,1463.900287416435
POS_02369,2024-12-06,NYC-East,Falcon-Drone,9.0,863.4422005010175
POS_02370,2024-11-02,Tokyo-Central,Lithium-Cell,7.0,646.5037923007911
POS_02371,2024-08-16,Paris-South,Controller-Pro,1.0,1970.6586451180324
POS_02372,2024-07-03,Tokyo-Central,Controller-Pro,6.0,2118.5496465054644
POS_02373,2024-11-15,Tokyo-Central,Controller-Pro,4.0,2456.4686277319374
POS_02374,2024-12-17,NYC-East,Falcon-Drone,3.0,201.43786226325955
POS_02375,2024-08-25,Berlin-West,Falcon-Drone,9.0,2614.9086929282475
POS_02376,2024-10-27,London-HQ,Controller-Pro,9.0,2439.766159794731
POS_02377,2024-08-18,Paris-South,Lithium-Cell,7.0,1244.301416812128
POS_02378,2024-08-03,NYC-East,Falcon-Drone,3.0,2204.5602283514245
POS_02379,2024-11-05,NYC-East,Signal-Booster,9.0,2128.960678089709
POS_02380,2024-12-07,NYC-East,Landing-Gear,1.0,2664.5140876550936
POS_02381,2024-11-05,Tokyo-Central,Landing-Gear,6.0,522.0808924221872
POS_02382,2024-08-24,NYC-East,Signal-Booster,4.0,420.2544040975889
POS_02383,2024-10-22,Paris-South,4K-Camera,9.0,2150.028449195133
POS_02384,2024-09-25,Paris-South,Falcon-Drone,1.0,1167.1261786523773
POS_02385,2024-12-04,Berlin-West,Signal-Booster,,-39.14113766575931
POS_02386,2024-10-25,London-HQ,Landing-Gear,7.0,2115.88914596369
POS_02387,2024-09-24,London-HQ,Falcon-Drone,1.0,1054.15417087793
POS_02388,2024-07-28,Paris-South,Controller-Pro,7.0,24.448654285423586
POS_02389,2024-07-07,NYC-East,Landing-Gear,5.0,-16.218882506518213
POS_02390,2024-12-02,Paris-South,4K-Camera,1.0,2504.8840931860977
POS_02391,2024-07-22,Berlin-West,4K-Camera,3.0,816.7857109455015
POS_02392,2024-09-24,Paris-South,Controller-Pro,7.0,592.5695137596691
POS_02393,2024-09-02,Berlin-West,Lithium-Cell,3.0,1019.8154055605478
POS_02394,2024-07-25,Paris-South,Lithium-Cell,4.0,1452.5691819604529
POS_02395,2024-10-21,Berlin-West,Lithium-Cell,8.0,450.9483825098098
POS_02396,2024-09-24,London-HQ,Falcon-Drone,9.0,16.006548344497105
POS_02397,2024-10-16,Tokyo-Central,4K-Camera,3.0,718.832283629768
POS_02398,2024-12-05,NYC-East,Falcon-Drone,5.0,1834.4044203804272
POS_02399,2024-09-02,Tokyo-Central,4K-Camera,3.0,1500.9689532050231
POS_02400,2024-09-11,Paris-South,Signal-Booster,6.0,2850.277088819667
POS_02401,2024-08-08,Tokyo-Central,Lithium-Cell,8.0,299.51615265569967
POS_02402,2024-12-02,Paris-South,Lithium-Cell,7.0,567.6271220702097
POS_02403,2024-08-28,London-HQ,Landing-Gear,4.0,400.7132584681662
POS_02404,2024-08-23,Paris-South,Landing-Gear,4.0,1529.2307105689633
POS_02405,2024-08-10,NYC-East,Controller-Pro,1.0,586.7594505043651
POS_02406,2024-11-13,London-HQ,Falcon-Drone,9.0,2518.5390137164413
POS_02407,2024-11-02,Paris-South,Signal-Booster,,2154.143932690628
POS_02408,2024-10-10,Paris-South,Landing-Gear,9.0,1129.9348191785834
POS_02409,2024-08-19,Tokyo-Central,Signal-Booster,4.0,1217.8467108504972
POS_02410,2024-09-20,London-HQ,Landing-Gear,3.0,627.8167617205121
POS_02411,2024-08-12,Tokyo-Central,4K-Camera,6.0,2041.4573382762442
POS_02412,2024-09-14,London-HQ,4K-Camera,4.0,1471.184330849581
POS_02413,2024-11-08,Tokyo-Central,Controller-Pro,2.0,903.8988585918747
POS_02414,2024-08-05,Berlin-West,Controller-Pro,6.0,1764.4352530181116
POS_02415,2024-07-15,Tokyo-Central,Lithium-Cell,9.0,2489.8698425621196
POS_02416,2024-12-26,Paris-South,Signal-Booster,9.0,744.9736853151159
POS_02417,2024-12-17,London-HQ,Signal-Booster,,464.61349034231966
POS_02418,2024-12-15,Tokyo-Central,Controller-Pro,6.0,1803.526823451172
POS_02419,2024-10-07,Berlin-West,Falcon-Drone,7.0,2259.304774229135
POS_02420,2024-07-01,Tokyo-Central,Lithium-Cell,7.0,413.2364830169298
POS_02421,2024-07-21,NYC-East,Lithium-Cell,6.0,1788.0714482377448
POS_02422,2024-12-25,Paris-South,4K-Camera,4.0,1324.6112073371871
POS_02423,2024-11-16,London-HQ,Signal-Booster,7.0,844.2136631895312
POS_02424,2024-12-12,NYC-East,4K-Camera,,1418.5428319720897
POS_02425,2024-08-05,London-HQ,Lithium-Cell,,915.2822340146264
POS_02426,2024-12-20,London-HQ,Falcon-Drone,4.0,2347.8952087302864
POS_02427,2024-08-06,Paris-South,Falcon-Drone,9.0,2797.155335537395
POS_02428,2024-09-29,London-HQ,Landing-Gear,2.0,335.8282857328028
POS_02429,2024-11-11,Tokyo-Central,Falcon-Drone,4.0,487.90954415873193
POS_02430,2024-09-13,NYC-East,Controller-Pro,1.0,394.40254364250364
POS_02431,2024-11-02,Tokyo-Central,Falcon-Drone,5.0,2734.2575581644646
POS_02432,2024-11-07,London-HQ,Signal-Booster,4.0,2130.9215263607666
POS_02433,2024-08-10,London-HQ,Landing-Gear,5.0,374.68402728519953
POS_02434,2024-11-20,Paris-South,Signal-Booster,9.0,342.1324980437858
POS_02435,2024-08-10,Berlin-West,Lithium-Cell,,2150.534671659907
POS_02436,2024-12-22,Tokyo-Central,Lithium-Cell,1.0,1381.2008151793978
POS_02437,2024-10-28,NYC-East,Lithium-Cell,9.0,863.4029102322646
POS_02438,2024-09-26,Paris-South,Lithium-Cell,6.0,1033.026581698773
POS_02439,2024-10-07,London-HQ,Falcon-Drone,5.0,1561.9275347497655
POS_02440,2024-07-10,Paris-South,Controller-Pro,2.0,2974.465795743965
POS_02441,2024-11-03,London-HQ,Signal-Booster,2.0,33.95662408155596
POS_02442,2024-11-10,Berlin-West,Signal-Booster,6.0,2346.2770342293584
POS_02443,2024-12-09,Tokyo-Central,4K-Camera,5.0,721.7386242161899
POS_02444,2024-07-28,Berlin-West,Signal-Booster,9.0,2628.0105613728733
POS_02445,2024-10-14,Berlin-West,Controller-Pro,1.0,108.80154308863405
POS_02446,2024-10-08,Paris-South,4K-Camera,9.0,2380.1297600830458
POS_02447,2024-10-05,Paris-South,4K-Camera,1.0,1605.6236491737022
POS_02448,2024-12-21,London-HQ,Falcon-Drone,2.0,2716.0006007381835
POS_02449,2024-07-26,NYC-East,Landing-Gear,9.0,187.04146912411272
POS_02450,2024-12-10,Paris-South,Landing-Gear,8.0,1421.8015311376564
POS_02451,2024-12-22,Tokyo-Central,Landing-Gear,7.0,1137.6006808530115
POS_02452,2024-09-23,London-HQ,4K-Camera,8.0,963.9789341827209
POS_02453,2024-10-11,Tokyo-Central,Lithium-Cell,,1996.1998844645937
POS_02454,2024-11-04,NYC-East,Landing-Gear,8.0,1023.6111612885579
POS_02455,2024-11-08,Berlin-West,Controller-Pro,,686.2105046097759
POS_02456,2024-11-22,Tokyo-Central,Controller-Pro,3.0,2447.3015251489487
POS_02457,2024-07-18,Paris-South,Signal-Booster,9.0,1539.90038173003
POS_02458,2024-09-11,Tokyo-Central,Controller-Pro,2.0,2123.8571460369044
POS_02459,2024-08-11,London-HQ,4K-Camera,8.0,155.5735186936906
POS_02460,2024-11-12,Berlin-West,Falcon-Drone,7.0,636.9520393618577
POS_02461,2024-08-09,Tokyo-Central,Controller-Pro,5.0,1284.3612164649319
POS_02462,2024-10-12,NYC-East,Controller-Pro,2.0,2197.282652145868
POS_02463,2024-08-10,Tokyo-Central,Landing-Gear,7.0,1627.945127979461
POS_02464,2024-12-01,Paris-South,Lithium-Cell,9.0,1325.9540967175546
POS_02465,2024-10-03,Berlin-West,Controller-Pro,9.0,2311.7050436447657
POS_02466,2024-08-12,Tokyo-Central,Signal-Booster,3.0,1099.6514126876632
POS_02467,2024-11-13,Berlin-West,Signal-Booster,1.0,1459.6971064281058
POS_02468,2024-08-13,NYC-East,Controller-Pro,4.0,1015.5814607494901
POS_02469,2024-08-29,London-HQ,Controller-Pro,6.0,1876.435951541036
POS_02470,2024-10-27,NYC-East,Signal-Booster,6.0,1961.872878134658
POS_02471,2024-08-27,Paris-South,4K-Camera,5.0,1121.0275549655926
POS_02472,2024-09-12,London-HQ,Signal-Booster,1.0,153.26682031385522
POS_02473,2024-08-19,Paris-South,Falcon-Drone,6.0,291.9342660681113
POS_02474,2024-07-20,London-HQ,Lithium-Cell,4.0,2200.1294282240915
POS_02475,2024-07-06,Tokyo-Central,Lithium-Cell,2.0,1299.8248236803943
POS_02476,2024-07-24,Berlin-West,4K-Camera,1.0,195.3253450532049
POS_02477,2024-08-20,Berlin-West,Falcon-Drone,6.0,276.7789117266266
POS_02478,2024-11-10,NYC-East,Lithium-Cell,2.0,1197.235783503926
POS_02479,2024-07-11,London-HQ,Landing-Gear,7.0,1682.3896513231662
POS_02480,2024-07-15,Berlin-West,Controller-Pro,3.0,1491.3238493849333
POS_02481,2024-12-15,Berlin-West,Controller-Pro,5.0,1137.5939740361607
POS_02482,2024-11-18,Tokyo-Central,Controller-Pro,7.0,2145.9349636590023
POS_02483,2024-08-14,NYC-East,Landing-Gear,5.0,2074.767137275655
POS_02484,2024-12-01,Tokyo-Central,Landing-Gear,6.0,638.2691404167866
POS_02485,2024-07-31,Berlin-West,Falcon-Drone,5.0,1478.2011152632842
POS_02486,2024-08-22,NYC-East,Falcon-Drone,5.0,642.2490268700333
POS_02487,2024-08-31,NYC-East,Falcon-Drone,6.0,717.9086549615383
POS_02488,2024-07-09,Berlin-West,Falcon-Drone,3.0,86.2753148982145
POS_02489,2024-10-06,NYC-East,Lithium-Cell,9.0,-58.76995593543685
POS_02490,2024-10-01,Berlin-West,Lithium-Cell,9.0,578.7030061141653
POS_02491,2024-08-10,London-HQ,Landing-Gear,3.0,2685.90393503921
POS_02492,2024-11-22,Tokyo-Central,Signal-Booster,7.0,1703.5821584558714
POS_02493,2024-08-01,Paris-South,Controller-Pro,3.0,506.1297468720235
POS_02494,2024-07-15,London-HQ,Controller-Pro,2.0,568.9375032283565
POS_02495,2024-10-11,London-HQ,Controller-Pro,6.0,2593.7130927844355
POS_02496,2024-10-07,Berlin-West,Signal-Booster,3.0,403.25868899442634
POS_02497,2024-12-06,Tokyo-Central,Signal-Booster,1.0,2298.515050034309
POS_02498,2024-08-19,Berlin-West,Signal-Booster,3.0,1303.031825581309
POS_02499,2024-10-09,NYC-East,Signal-Booster,5.0,281.1847601812269
POS_02500,2024-07-29,Tokyo-Central,Lithium-Cell,6.0,1383.3197698471809
POS_02501,2024-10-11,Tokyo-Central,4K-Camera,3.0,2118.390979339508
POS_02502,2024-09-09,NYC-East,Landing-Gear,5.0,130.19008605554663
POS_02503,2024-12-06,Berlin-West,Controller-Pro,2.0,2699.5092988493298
POS_02504,2024-11-22,Tokyo-Central,4K-Camera,3.0,2937.7930609447812
POS_02505,2024-08-03,London-HQ,Landing-Gear,6.0,2092.2202094478657
POS_02506,2024-10-09,Tokyo-Central,Controller-Pro,3.0,153.99872678594556
POS_02507,2024-12-13,NYC-East,4K-Camera,1.0,583.2406656820069
POS_02508,2024-12-01,London-HQ,Controller-Pro,4.0,1848.665863861977
POS_02509,2024-11-01,Paris-South,Lithium-Cell,4.0,552.1183334681477
POS_02510,2024-12-15,Berlin-West,4K-Camera,8.0,974.9750850483372
POS_02511,2024-08-04,NYC-East,Landing-Gear,2.0,370.45534757458
POS_02512,2024-08-21,Paris-South,Falcon-Drone,3.0,-47.45933387704078
POS_02513,2024-11-22,NYC-East,Landing-Gear,1.0,750.8876576964758
POS_02514,2024-11-16,NYC-East,Falcon-Drone,6.0,152.97446570459448
POS_02515,2024-10-03,Paris-South,Controller-Pro,8.0,2870.532362178959
POS_02516,2024-08-18,Tokyo-Central,Landing-Gear,7.0,1302.5671997238596
POS_02517,2024-10-30,Paris-South,Lithium-Cell,,968.3783775059842
POS_02518,2024-10-05,London-HQ,Lithium-Cell,2.0,311.92153107255257
POS_02519,2024-09-24,Paris-South,Controller-Pro,7.0,1421.3149690296111
POS_02520,2024-08-28,Berlin-West,Lithium-Cell,4.0,2900.3247974001997
POS_02521,2024-10-29,Berlin-West,Controller-Pro,6.0,235.83808262153434
POS_02522,2024-11-06,Paris-South,4K-Camera,4.0,2536.2853221022897
POS_02523,2024-10-28,Tokyo-Central,Signal-Booster,,81.91473172888251
POS_02524,2024-12-10,NYC-East,Falcon-Drone,8.0,388.24388059425706
POS_02525,2024-08-09,Paris-South,Landing-Gear,1.0,1288.9765831986808
POS_02526,2024-11-25,Paris-South,Lithium-Cell,1.0,892.714226141918
POS_02527,2024-11-24,London-HQ,Lithium-Cell,5.0,1597.004274603401
POS_02528,2024-09-18,Paris-South,Lithium-Cell,7.0,686.2020579819052
POS_02529,2024-10-06,NYC-East,4K-Camera,4.0,2645.472379670597
POS_02530,2024-12-20,Tokyo-Central,Landing-Gear,8.0,830.2832618975889
POS_02531,2024-11-05,Tokyo-Central,Controller-Pro,1.0,1219.7966225397834
POS_02532,2024-10-20,NYC-East,Lithium-Cell,5.0,804.8357553805091
POS_02533,2024-10-17,NYC-East,Falcon-Drone,4.0,2510.6701190808453
POS_02534,2024-11-24,Paris-South,Controller-Pro,2.0,489.09311130697097
POS_02535,2024-11-26,Berlin-West,Controller-Pro,2.0,1616.1290462440484
POS_02536,2024-12-23,NYC-East,Lithium-Cell,6.0,583.9442487425782
POS_02537,2024-12-05,NYC-East,4K-Camera,3.0,2970.5665171180863
POS_02538,2024-07-23,Tokyo-Central,Signal-Booster,1.0,1623.5142895470046
POS_02539,2024-09-15,Berlin-West,Signal-Booster,1.0,2555.0133415055247
POS_02540,2024-08-24,Berlin-West,Falcon-Drone,7.0,1715.032208542424
POS_02541,2024-08-28,Paris-South,Falcon-Drone,2.0,809.7682898327851
POS_02542,2024-10-24,NYC-East,Landing-Gear,,2708.1718126251562
POS_02543,2024-12-13,Berlin-West,Falcon-Drone,4.0,1937.456475566888
POS_02544,2024-08-11,Tokyo-Central,Signal-Booster,8.0,2541.481145532429
POS_02545,2024-12-02,Paris-South,Lithium-Cell,,2575.0635012310877
POS_02546,2024-09-06,London-HQ,Falcon-Drone,8.0,435.66638407303924
POS_02547,2024-11-30,Tokyo-Central,Controller-Pro,6.0,57.55799808947367
POS_02548,2024-11-12,Tokyo-Central,4K-Camera,2.0,371.44783197132506
POS_02549,2024-08-14,Paris-South,Lithium-Cell,5.0,1466.605293762688
POS_02550,2024-11-09,Paris-South,Falcon-Drone,7.0,568.7094481090508
POS_02551,2024-07-25,Paris-South,Falcon-Drone,7.0,1075.1614369191304
POS_02552,2024-07-24,Paris-South,Falcon-Drone,7.0,1599.2578990555157
POS_02553,2024-08-07,NYC-East,Falcon-Drone,3.0,1947.6921068530567
POS_02554,2024-07-11,Berlin-West,4K-Camera,6.0,158.43131931448823
POS_02555,2024-07-02,London-HQ,Signal-Booster,6.0,1507.398045039619
POS_02556,2024-12-24,London-HQ,Lithium-Cell,7.0,2823.1635259377604
POS_02557,2024-12-05,Tokyo-Central,Landing-Gear,9.0,1952.431012484502
POS_02558,2024-07-09,NYC-East,Controller-Pro,5.0,325.3102538715098
POS_02559,2024-10-16,Paris-South,Controller-Pro,3.0,2192.6149484007005
POS_02560,2024-11-22,Paris-South,Landing-Gear,3.0,1730.2425157101843
POS_02561,2024-09-01,Tokyo-Central,Controller-Pro,2.0,794.9735911226144
POS_02562,2024-09-24,NYC-East,4K-Camera,2.0,463.73274186934543
POS_02563,2024-10-30,NYC-East,4K-Camera,6.0,2881.2505691330316
POS_02564,2024-08-09,Berlin-West,Signal-Booster,9.0,1647.2006099031032
POS_02565,2024-09-24,NYC-East,Lithium-Cell,8.0,1985.1496064809025
POS_02566,2024-09-12,NYC-East,Falcon-Drone,3.0,-75.36584674478576
POS_02567,2024-08-06,NYC-East,Controller-Pro,2.0,454.5458173424141
POS_02568,2024-11-01,London-HQ,Lithium-Cell,3.0,1595.7769498836724
POS_02569,2024-07-09,Berlin-West,Signal-Booster,2.0,13.662654687264208
POS_02570,2024-12-01,NYC-East,Lithium-Cell,1.0,2245.2113421289064
POS_02571,2024-11-28,Tokyo-Central,Lithium-Cell,4.0,1832.9013102234796
POS_02572,2024-08-25,Berlin-West,Lithium-Cell,5.0,1292.841661172728
POS_02573,2024-08-16,NYC-East,Signal-Booster,,952.1395155048237
POS_02574,2024-12-06,NYC-East,4K-Camera,4.0,84.99224813814581
POS_02575,2024-10-16,Berlin-West,Signal-Booster,8.0,1641.921114028603
POS_02576,2024-07-01,NYC-East,Lithium-Cell,6.0,2250.4174783811372
POS_02577,2024-11-20,Berlin-West,Landing-Gear,9.0,2520.631493919218
POS_02578,2024-12-19,Tokyo-Central,4K-Camera,4.0,1150.3418775515859
POS_02579,2024-11-17,Tokyo-Central,Controller-Pro,4.0,1916.0352932500016
POS_02580,2024-10-09,Berlin-West,4K-Camera,4.0,-60.4555990645092
POS_02581,2024-10-31,London-HQ,Signal-Booster,5.0,229.8462492153149
POS_02582,2024-12-03,Tokyo-Central,Lithium-Cell,8.0,530.0596028636251
POS_02583,2024-08-17,London-HQ,Landing-Gear,6.0,2266.10222176552
POS_02584,2024-08-17,London-HQ,4K-Camera,1.0,1558.6110166327949
POS_02585,2024-08-30,London-HQ,Signal-Booster,7.0,1262.7996270132498
POS_02586,2024-11-26,Berlin-West,4K-Camera,8.0,1325.3791473616268
POS_02587,2024-11-29,Berlin-West,Falcon-Drone,7.0,1697.0063182112574
POS_02588,2024-07-22,Paris-South,Landing-Gear,2.0,2889.700966979376
POS_02589,2024-07-12,Berlin-West,Lithium-Cell,5.0,1142.7095215559773
POS_02590,2024-09-25,Tokyo-Central,Signal-Booster,4.0,2381.770169661311
POS_02591,2024-12-08,NYC-East,Landing-Gear,7.0,48.485526405596715
POS_02592,2024-09-01,Berlin-West,Lithium-Cell,1.0,406.8631023830609
POS_02593,2024-07-21,NYC-East,Falcon-Drone,3.0,1708.3085460241516
POS_02594,2024-09-03,Tokyo-Central,Controller-Pro,1.0,1272.2341348905163
POS_02595,2024-10-05,Berlin-West,Lithium-Cell,5.0,1228.3402910043349
POS_02596,2024-12-11,London-HQ,Controller-Pro,4.0,908.1696389877327
POS_02597,2024-07-21,Tokyo-Central,Falcon-Drone,5.0,2235.8178802684943
POS_02598,2024-11-23,Paris-South,4K-Camera,9.0,1976.6917571932295
POS_02599,2024-11-24,NYC-East,Landing-Gear,6.0,1169.2017347978606
POS_02600,2024-10-09,London-HQ,Lithium-Cell,6.0,2534.2468388687466
POS_02601,2024-12-07,Paris-South,Landing-Gear,1.0,2837.012728487196
POS_02602,2024-12-16,Berlin-West,Falcon-Drone,5.0,1460.2646782635334
POS_02603,2024-12-11,Tokyo-Central,Controller-Pro,3.0,1500.895102860679
POS_02604,2024-09-15,Tokyo-Central,Controller-Pro,5.0,2883.2433790391888
POS_02605,2024-09-02,Tokyo-Central,Lithium-Cell,1.0,792.2208909769782
POS_02606,2024-07-24,NYC-East,Lithium-Cell,8.0,870.1726384269818
POS_02607,2024-08-02,NYC-East,Signal-Booster,7.0,1025.51843152214
POS_02608,2024-11-18,Berlin-West,Controller-Pro,1.0,-14.128367446067998
POS_02609,2024-09-15,Paris-South,Lithium-Cell,4.0,1231.1090798486332
POS_02610,2024-09-22,Tokyo-Central,Lithium-Cell,8.0,2804.957471626076
POS_02611,2024-11-14,London-HQ,4K-Camera,8.0,1886.760729642827
POS_02612,2024-09-22,Berlin-West,Lithium-Cell,8.0,2184.6506347378695
POS_02613,2024-09-11,Paris-South,Falcon-Drone,7.0,2209.955581541557
POS_02614,2024-10-10,London-HQ,Falcon-Drone,7.0,730.1777855217708
POS_02615,2024-07-11,Paris-South,Falcon-Drone,4.0,335.9321152710614
POS_02616,2024-09-20,Paris-South,Controller-Pro,7.0,1871.9344298385913
POS_02617,2024-10-03,London-HQ,4K-Camera,5.0,1173.9852451550619
POS_02618,2024-08-10,Tokyo-Central,4K-Camera,2.0,671.8415284134295
POS_02619,2024-12-05,Paris-South,4K-Camera,1.0,2867.9101820214964
POS_02620,2024-07-23,Paris-South,Controller-Pro,9.0,509.4073996824509
POS_02621,2024-07-12,NYC-East,Lithium-Cell,2.0,365.10341211633767
POS_02622,2024-11-25,Berlin-West,Signal-Booster,2.0,515.6887215592187
POS_02623,2024-08-09,Tokyo-Central,Landing-Gear,2.0,1432.283088777817
POS_02624,2024-11-16,NYC-East,Signal-Booster,4.0,944.1480159894713
POS_02625,2024-08-21,Berlin-West,4K-Camera,5.0,1307.3416777366176
POS_02626,2024-08-17,Paris-South,Signal-Booster,9.0,1557.796189850005
POS_02627,2024-11-16,Paris-South,Signal-Booster,4.0,1965.2424288656766
POS_02628,2024-08-29,NYC-East,Falcon-Drone,7.0,2939.7723661902646
POS_02629,2024-12-12,London-HQ,Controller-Pro,5.0,717.6440510875118
POS_02630,2024-10-29,NYC-East,Controller-Pro,9.0,539.749146913612
POS_02631,2024-12-19,Berlin-West,Landing-Gear,7.0,1926.5064211390898
POS_02632,2024-07-27,London-HQ,Signal-Booster,4.0,2977.1512916149663
POS_02633,2024-09-04,Paris-South,4K-Camera,8.0,2177.784284852548
POS_02634,2024-09-17,NYC-East,Signal-Booster,1.0,708.3750257026843
POS_02635,2024-08-12,Tokyo-Central,Controller-Pro,2.0,2885.709535951914
POS_02636,2024-08-27,Tokyo-Central,Signal-Booster,7.0,362.7453245522449
POS_02637,2024-08-05,Tokyo-Central,Signal-Booster,7.0,2259.6858839799315
POS_02638,2024-12-11,NYC-East,Lithium-Cell,6.0,2430.559743292939
POS_02639,2024-10-03,NYC-East,Signal-Booster,7.0,490.41272805506105
POS_02640,2024-08-21,NYC-East,Signal-Booster,2.0,608.4778430199722
POS_02641,2024-09-05,Paris-South,Signal-Booster,9.0,2663.938538232818
POS_02642,2024-12-10,Paris-South,Controller-Pro,6.0,2270.419804827296
POS_02643,2024-07-05,Paris-South,Signal-Booster,8.0,2257.8452284591403
POS_02644,2024-10-14,Tokyo-Central,Signal-Booster,9.0,766.7478916974433
POS_02645,2024-12-15,Tokyo-Central,Lithium-Cell,5.0,576.1554000404367
POS_02646,2024-09-12,NYC-East,Lithium-Cell,5.0,2288.6175248234913
