LOG_ID,EVENT_TIME,LOCATION,ITEM,UNITS,PRICE_PER_UNIT
CSV_02708,2023-08-22,Berlin-03,Phone,6,263.59492428040573
CSV_02709,2023-09-10,NYC-02,Mouse,4,676.0463991069535
CSV_02710,2023-08-20,London-01,TV,6,205.58985558702432
CSV_02711,2023-10-15,Berlin-03,Monitor,9,1763.4932851622889
CSV_02712,2023-10-26,Tokyo-04,Keyboard,2,-492.5826010009153
CSV_02713,2023-09-19,NYC-02,Laptop,6,1474.3618158324455
CSV_02714,2023-11-07,Berlin-03,Laptop,6,-270.1667201656056
CSV_02715,2023-11-29,Paris-05,Cables,2,341.9380425146228
CSV_02716,2023-08-31,Tokyo-04,Monitor,7,1164.3718057985877
CSV_02717,2023-09-12,Paris-05,Mouse,1,-359.57521395151804
CSV_02718,2023-10-14,London-01,Cables,4,-274.49529853786026
CSV_02719,2023-11-17,Berlin-03,Cables,6,-4.052823214271257
CSV_02720,2023-11-03,London-01,Cables,7,858.8424061055541
CSV_02721,2023-12-11,London-01,Keyboard,1,672.9362940669992
CSV_02722,2023-10-25,Paris-05,Laptop,2,1589.9726961885344
CSV_02723,2023-08-24,NYC-02,Phone,7,1314.7566388168793
CSV_02724,2023-11-07,Berlin-03,Mouse,4,334.515741836915
CSV_02725,2023-10-04,Paris-05,Cables,9,992.726340531198
CSV_02726,2023-08-12,NYC-02,Laptop,6,738.4940203671538
CSV_02727,2023-09-25,NYC-02,Laptop,QTY_ERR,795.4057190868186
CSV_02728,2023-12-15,Berlin-03,Phone,6,-133.6866467764923
CSV_02729,2023-08-20,Paris-05,Cables,5,-61.661431289313896
CSV_02730,2023-11-02,Berlin-03,Cables,1,-83.33244189605193
CSV_02731,2023-10-13,NYC-02,Phone,3,280.87039614492926
CSV_02732,2023-09-18,Tokyo-04,Laptop,QTY_ERR,619.5155341158293
CSV_02733,2023-10-21,NYC-02,Keyboard,4,43.721836289406724
CSV_02734,2023-07-22,NYC-02,Laptop,2,-160.2234442254292
CSV_02735,2023-07-30,NYC-02,Laptop,2,-149.38580459447445
CSV_02736,2023-11-13,Berlin-03,Laptop,7,1216.6221201675846
CSV_02737,2023-11-05,Paris-05,Phone,8,920.8500958151023
CSV_02738,2023-07-04,NYC-02,TV,6,582.8380299906639
CSV_02739,2023-09-05,NYC-02,Cables,8,1447.4637549288504
CSV_02740,2023-09-19,NYC-02,Monitor,2,586.1005495061268
CSV_02741,2023-10-15,London-01,Monitor,2,1303.8286183097046
CSV_02742,2023-10-14,Tokyo-04,Cables,6,1888.7203261681511
CSV_02743,2023-08-01,London-01,TV,8,984.7528841527694
CSV_02744,2023-09-17,Paris-05,Phone,6,289.3796703475581
CSV_02745,2023-08-29,London-01,Laptop,2,1364.7914868885255
CSV_02746,2023-12-12,NYC-02,Cables,8,1096.5603553462865
CSV_02747,2023-08-14,Paris-05,Monitor,9,45.529652548350555
CSV_02748,2023-07-25,Tokyo-04,TV,1,762.3085420341254
CSV_02749,2023-12-27,NYC-02,Cables,8,677.9389753718153
CSV_02750,2023-12-18,Berlin-03,Monitor,3,1889.5723732198808
CSV_02751,2023-09-27,NYC-02,TV,1,-492.48009859819655
CSV_02752,2023-09-16,Berlin-03,Keyboard,1,-397.47306637254883
CSV_02753,2023-08-03,NYC-02,Mouse,7,-199.055221976329
CSV_02754,2023-10-17,NYC-02,Phone,9,-433.90029231521726
CSV_02755,2023-10-27,Tokyo-04,Keyboard,8,233.4246534871627
CSV_02756,2023-08-02,Paris-05,Monitor,7,574.4287619706106
CSV_02757,2023-08-16,Berlin-03,Cables,1,1870.8032999967659
CSV_02758,2023-09-06,NYC-02,Mouse,9,1446.8778107190653
CSV_02759,2023-10-07,Paris-05,Mouse,9,1733.1690382555385
CSV_02760,2023-07-23,Berlin-03,Keyboard,5,1766.5324860365008
CSV_02761,2023-09-16,London-01,Phone,2,1986.908425295107
CSV_02762,2023-12-15,Berlin-03,Keyboard,9,307.2549744666768
CSV_02763,2023-10-04,London-01,Monitor,9,-6.211150116746751
CSV_02764,2023-10-07,Berlin-03,TV,3,780.2423936378345
CSV_02765,2023-09-26,London-01,Laptop,8,46.41752967935247
CSV_02766,2023-12-08,NYC-02,Monitor,2,455.81110311187877
CSV_02767,2023-10-03,Tokyo-04,TV,4,1933.8023144752074
CSV_02768,2023-08-20,London-01,Mouse,3,394.3699826046403
CSV_02769,2023-10-03,NYC-02,Laptop,4,-165.86827947150147
CSV_02770,2023-07-09,NYC-02,Laptop,5,609.8113330340759
CSV_02771,2023-07-23,Tokyo-04,TV,3,1077.4621630186634
CSV_02772,2023-07-04,Paris-05,Keyboard,2,1562.2946069371524
CSV_02773,2023-11-08,NYC-02,Mouse,9,989.5257118252355
CSV_02774,2023-08-12,NYC-02,Phone,9,1273.0515762282062
CSV_02775,2023-08-31,London-01,Keyboard,7,931.1733856042852
CSV_02776,2023-10-02,Paris-05,TV,2,-39.6588003229088
CSV_02777,2023-08-02,NYC-02,TV,3,1651.579905305989
CSV_02778,2023-11-02,London-01,Phone,8,663.7763748715945
CSV_02779,2023-12-04,London-01,Laptop,4,1284.5254933600183
CSV_02780,2023-09-19,London-01,Keyboard,7,-461.65180145434067
CSV_02781,2023-07-09,Tokyo-04,Keyboard,5,-11.130034056944055
CSV_02782,2023-11-19,Berlin-03,Phone,,813.6454339113445
CSV_02783,2023-10-08,London-01,Monitor,1,1912.0736252578695
CSV_02784,2023-07-25,London-01,Keyboard,1,411.9681081253791
CSV_02785,2023-08-25,Tokyo-04,Cables,1,-414.7591076208455
CSV_02786,2023-12-24,NYC-02,Mouse,7,1791.4809134109887
CSV_02787,2023-07-13,Paris-05,Phone,,1146.9412819949673
CSV_02788,2023-09-04,London-01,Mouse,8,1131.9880065606658
CSV_02789,2023-09-13,Paris-05,Laptop,5,1912.4741104355985
CSV_02790,2023-08-27,Berlin-03,Phone,8,1424.122447539476
CSV_02791,2023-09-06,NYC-02,TV,2,792.7460104810111
CSV_02792,2023-12-12,London-01,TV,8,1983.8628693106057
CSV_02793,2023-07-20,Paris-05,Monitor,6,206.59880919097168
CSV_02794,2023-12-26,Paris-05,Mouse,2,-407.42886147319564
CSV_02795,2023-09-13,Berlin-03,Keyboard,5,290.3911126067728
CSV_02796,2023-08-04,Berlin-03,Monitor,2,740.5954480423486
CSV_02797,2023-10-18,Paris-05,Monitor,5,1187.9991745948344
CSV_02798,2023-10-09,NYC-02,Cables,2,1079.9539714945802
CSV_02799,2023-12-22,Tokyo-04,Cables,7,52.79856141325854
CSV_02800,2023-10-20,Tokyo-04,Mouse,5,1005.9479591129439
CSV_02801,2023-12-07,Tokyo-04,Laptop,9,327.3057695839858
CSV_02802,2023-09-25,Paris-05,Phone,3,173.26466786498872
CSV_02803,2023-08-03,Paris-05,Keyboard,QTY_ERR,874.1413011976567
CSV_02804,2023-11-23,Paris-05,Cables,8,-138.15225434817484
CSV_02805,2023-07-02,London-01,Mouse,9,250.50683838387113
CSV_02806,2023-12-19,NYC-02,Phone,6,1098.5421919089472
CSV_02807,2023-09-23,Paris-05,Keyboard,4,-238.26879317987698
CSV_02808,2023-07-14,NYC-02,Phone,2,1110.398214483494
CSV_02809,2023-09-18,Paris-05,Cables,6,-61.40295341476957
CSV_02810,2023-10-07,Paris-05,Monitor,7,1968.0028873375345
CSV_02811,2023-07-02,Berlin-03,TV,3,-280.84695893360555
CSV_02812,2023-12-27,London-01,Cables,3,265.91806025296614
CSV_02813,2023-11-05,Berlin-03,Mouse,6,1838.9069342720832
CSV_02814,2023-08-09,Paris-05,Cables,QTY_ERR,786.2696951960131
CSV_02815,2023-07-18,NYC-02,TV,,-36.81559918121644
CSV_02816,2023-08-23,London-01,Laptop,6,-15.514584152662849
CSV_02817,2023-10-08,Tokyo-04,Mouse,8,1576.4183535411116
CSV_02818,2023-07-27,Berlin-03,Monitor,3,1863.4122287028172
CSV_02819,2023-10-03,Tokyo-04,Phone,7,-403.1587782783437
CSV_02820,2023-11-25,NYC-02,Mouse,7,-196.56899602157063
CSV_02821,2023-09-29,Berlin-03,Mouse,3,1107.699976240401
CSV_02822,2023-07-27,NYC-02,Phone,6,553.7407086067628
CSV_02823,2023-08-05,Tokyo-04,Phone,7,895.29544524518
CSV_02824,2023-08-21,Paris-05,Laptop,3,479.5447357830203
CSV_02825,2023-12-23,NYC-02,Laptop,9,22.938543082052092
CSV_02826,2023-08-01,Tokyo-04,TV,3,900.4517404171211
CSV_02827,2023-10-16,Paris-05,Monitor,6,113.74564781640049
CSV_02828,2023-09-03,London-01,Monitor,3,-99.74611074556617
CSV_02829,2023-08-16,London-01,TV,6,1749.2698725944356
CSV_02830,2023-12-23,Tokyo-04,Mouse,2,1714.106874128487
CSV_02831,2023-10-25,NYC-02,Cables,QTY_ERR,-395.2160241055873
CSV_02832,2023-12-01,Berlin-03,Phone,6,-183.55115021844182
CSV_02833,2023-09-18,Berlin-03,Cables,4,22.037244148220225
CSV_02834,2023-09-17,Berlin-03,Keyboard,8,1112.4638421009554
CSV_02835,2023-08-14,Paris-05,Keyboard,6,1149.8674788031037
CSV_02836,2023-11-27,London-01,Laptop,9,289.2594962260405
CSV_02837,2023-10-17,Berlin-03,Keyboard,1,-357.52208369954144
CSV_02838,2023-10-30,London-01,TV,4,1867.3795212689665
CSV_02839,2023-12-16,Tokyo-04,Cables,2,1488.4143129044326
CSV_02840,2023-07-03,Tokyo-04,Cables,1,1228.632218338659
CSV_02841,2023-11-20,Berlin-03,TV,3,1681.9854279875062
CSV_02842,2023-07-23,London-01,Laptop,4,122.86951427485383
CSV_02843,2023-12-26,NYC-02,Monitor,3,-307.0777659206037
CSV_02844,2023-08-12,Tokyo-04,Keyboard,2,-196.30424912774208
CSV_02845,2023-10-05,NYC-02,Phone,2,323.869195363559
CSV_02846,2023-09-03,London-01,TV,8,1825.381931609555
CSV_02847,2023-12-19,Berlin-03,Monitor,1,1389.438729717992
CSV_02848,2023-12-16,London-01,Monitor,8,1123.8779599786646
CSV_02849,2023-09-19,London-01,Laptop,8,361.4320242561399
CSV_02850,2023-11-06,Paris-05,Mouse,2,-425.772678953787
CSV_02851,2023-11-17,Tokyo-04,Laptop,3,1291.2334224214708
CSV_02852,2023-07-23,Berlin-03,TV,6,709.1387892116461
CSV_02853,2023-08-31,Paris-05,Mouse,9,-440.59310945487414
CSV_02854,2023-11-02,Paris-05,Mouse,4,1683.2316630007863
CSV_02855,2023-07-08,Berlin-03,Cables,QTY_ERR,490.7602652370523
CSV_02856,2023-11-18,London-01,Phone,QTY_ERR,37.58821676185926
CSV_02857,2023-10-04,Tokyo-04,Phone,2,635.7422775235887
CSV_02858,2023-07-20,London-01,Keyboard,5,334.9273113533567
CSV_02859,2023-08-06,NYC-02,Mouse,1,-233.2945147042263
CSV_02860,2023-08-27,Tokyo-04,Keyboard,1,-57.32023578373446
CSV_02861,2023-12-16,Tokyo-04,Keyboard,4,1145.9209966109831
CSV_02862,2023-08-01,NYC-02,Monitor,9,1322.8473742381188
CSV_02863,2023-10-19,Tokyo-04,Phone,7,194.0786225043255
CSV_02864,2023-11-15,Paris-05,Cables,5,733.8381910800817
CSV_02865,2023-07-12,Berlin-03,Mouse,3,896.0289411605354
CSV_02866,2023-11-29,NYC-02,Monitor,4,1765.475614814989
CSV_02867,2023-11-28,Paris-05,TV,2,1538.5541500401525
CSV_02868,2023-12-17,NYC-02,Keyboard,8,550.932022718205
CSV_02869,2023-12-08,Tokyo-04,Laptop,1,600.005319689378
CSV_02870,2023-07-20,Berlin-03,Laptop,8,-134.7560388670753
CSV_02871,2023-10-07,Tokyo-04,Mouse,QTY_ERR,1997.0944031368372
CSV_02872,2023-07-01,Berlin-03,Monitor,7,885.4481160565706
CSV_02873,2023-09-22,Paris-05,Keyboard,2,32.86247051336886
CSV_02874,2023-07-26,London-01,Keyboard,,1375.093843851651
CSV_02875,2023-10-28,London-01,Mouse,9,1150.0252232184498
CSV_02876,2023-12-15,Paris-05,Phone,8,897.430502312141
CSV_02877,2023-08-15,Paris-05,Keyboard,2,-222.93608427120063
CSV_02878,2023-08-06,Tokyo-04,Mouse,4,112.68965373261346
CSV_02879,2023-10-30,Tokyo-04,TV,2,355.7074819491039
CSV_02880,2023-07-08,London-01,Phone,1,1981.5850749695037
CSV_02881,2023-10-24,Berlin-03,TV,5,649.9594739975998
CSV_02882,2023-09-15,Tokyo-04,Monitor,4,680.362128455298
CSV_02883,2023-08-24,NYC-02,Monitor,1,620.2811155767849
CSV_02884,2023-07-09,Tokyo-04,Laptop,2,653.4484911112079
CSV_02885,2023-07-17,NYC-02,Laptop,3,-19.58853768453713
CSV_02886,2023-12-01,Tokyo-04,TV,3,-69.45580984902398
CSV_02887,2023-11-27,NYC-02,Keyboard,3,1797.7567531952477
CSV_02888,2023-11-26,Tokyo-04,Cables,4,1851.2724512489958
CSV_02889,2023-10-03,Paris-05,Keyboard,5,450.1700655444448
CSV_02890,2023-08-25,Tokyo-04,Phone,1,-319.6360660841106
CSV_02891,2023-11-29,Tokyo-04,Monitor,8,1644.6976077076838
CSV_02892,2023-09-25,Berlin-03,Cables,6,-211.41805081421535
CSV_02893,2023-09-09,Tokyo-04,Monitor,8,-422.5283543733006
CSV_02894,2023-10-01,Tokyo-04,Phone,4,6.99745153769544
CSV_02895,2023-09-10,Berlin-03,Keyboard,5,1945.3681765955016
CSV_02896,2023-08-10,Berlin-03,Keyboard,QTY_ERR,615.7608079854608
CSV_02897,2023-09-10,Berlin-03,Monitor,4,929.3661826213163
CSV_02898,2023-08-29,Paris-05,Monitor,2,1209.9082370577269
CSV_02899,2023-09-19,NYC-02,TV,6,506.9078795338737
CSV_02900,2023-11-28,Berlin-03,Cables,8,520.9933185159745
CSV_02901,2023-12-25,NYC-02,Phone,3,1167.2747298340664
CSV_02902,2023-09-13,NYC-02,Mouse,8,707.6762873667296
CSV_02903,2023-10-22,London-01,Cables,9,1716.855183862735
CSV_02904,2023-07-02,London-01,TV,1,-156.38127600302874
CSV_02905,2023-08-21,NYC-02,Mouse,1,933.8675550268565
CSV_02906,2023-11-30,Tokyo-04,Phone,2,-316.3242694894773
CSV_02907,2023-08-19,Tokyo-04,Phone,9,-196.02052650220037
CSV_02908,2023-12-19,Tokyo-04,Cables,6,70.01419339453162
CSV_02909,2023-11-09,NYC-02,Monitor,5,154.7704053761738
CSV_02910,2023-08-30,Tokyo-04,Phone,6,903.2237261747791
CSV_02911,2023-09-02,Tokyo-04,Monitor,7,585.4829079310502
CSV_02912,2023-09-23,Berlin-03,TV,5,1530.8297125584916
CSV_02913,2023-08-27,NYC-02,Laptop,5,-216.84487182808004
CSV_02914,2023-10-15,London-01,Monitor,4,1605.51367090231
CSV_02915,2023-10-21,London-01,Mouse,5,66.61693439130102
CSV_02916,2023-07-24,Tokyo-04,TV,1,892.6895739607212
CSV_02917,2023-08-23,Tokyo-04,Monitor,8,1432.320061350749
CSV_02918,2023-07-08,Berlin-03,Monitor,3,-259.90797029653856
CSV_02919,2023-10-15,Tokyo-04,Laptop,4,671.2373594641815
CSV_02920,2023-10-18,NYC-02,Laptop,9,560.2242740026641
CSV_02921,2023-11-10,Tokyo-04,Cables,2,-291.049207836954
CSV_02922,2023-11-21,London-01,Laptop,8,-337.533519880054
CSV_02923,2023-07-30,London-01,Monitor,8,933.4070332746021
CSV_02924,2023-12-12,Berlin-03,Monitor,QTY_ERR,1292.5082788927423
CSV_02925,2023-07-19,NYC-02,Monitor,6,957.9667237496187
CSV_02926,2023-11-10,Tokyo-04,Phone,1,1403.3692467521435
CSV_02927,2023-11-27,Berlin-03,Mouse,2,763.3894413253454
CSV_02928,2023-11-14,NYC-02,Monitor,8,1233.6336342359468
CSV_02929,2023-09-19,Berlin-03,Mouse,4,1121.403105932123
CSV_02930,2023-08-23,Paris-05,Laptop,4,1981.1111237679097
CSV_02931,2023-11-18,Paris-05,TV,6,971.2399480186125
CSV_02932,2023-10-02,London-01,Cables,2,488.1174023666289
CSV_02933,2023-11-24,Tokyo-04,TV,5,1317.0296199688612
CSV_02934,2023-10-30,Berlin-03,Laptop,7,1039.8849026918597
CSV_02935,2023-10-16,NYC-02,Phone,1,278.03342950921115
CSV_02936,2023-11-11,London-01,Monitor,3,186.47589116172833
CSV_02937,2023-09-20,Berlin-03,TV,8,478.64530990383673
CSV_02938,2023-07-24,London-01,Phone,2,-251.72260825920011
CSV_02939,2023-10-10,NYC-02,TV,2,1730.130383297068
CSV_02940,2023-12-08,Paris-05,Mouse,5,1256.5865015255572
CSV_02941,2023-08-14,Berlin-03,TV,6,-162.73568928831122
CSV_02942,2023-09-22,Tokyo-04,TV,3,-308.733650701148
CSV_02943,2023-08-16,London-01,Monitor,1,829.786061336818
CSV_02944,2023-07-28,NYC-02,Cables,9,1671.0603600014374
CSV_02945,2023-10-07,Tokyo-04,Keyboard,2,-488.4661600376984
CSV_02946,2023-08-17,NYC-02,Cables,7,-17.597003670354695
CSV_02947,2023-11-29,Paris-05,Keyboard,4,1101.0319317928656
CSV_02948,2023-07-23,Tokyo-04,Monitor,QTY_ERR,-278.68586942974184
CSV_02949,2023-10-17,Paris-05,Monitor,6,9.581118845182914
CSV_02950,2023-09-23,Tokyo-04,Phone,,1601.3620881983807
CSV_02951,2023-11-15,Berlin-03,Cables,4,687.7621287374548
CSV_02952,2023-09-16,Berlin-03,Laptop,2,741.8836501286737
CSV_02953,2023-12-23,London-01,Laptop,,-76.35595108502184
CSV_02954,2023-07-30,Berlin-03,Laptop,3,-8.135497616368752
CSV_02955,2023-11-12,Paris-05,Cables,4,1400.244492887831
CSV_02956,2023-08-08,Paris-05,Monitor,5,-243.38724080322737
CSV_02957,2023-08-11,NYC-02,TV,5,-34.13833184078794
CSV_02958,2023-09-20,Tokyo-04,Laptop,7,385.6849098855871
CSV_02959,2023-09-25,NYC-02,Monitor,1,1299.1491899005837
CSV_02960,2023-07-05,Tokyo-04,Phone,6,1495.6546349003452
CSV_02961,2023-09-30,London-01,Phone,1,612.8723912514613
CSV_02962,2023-12-18,Paris-05,Mouse,8,1458.2195246959034
CSV_02963,2023-11-23,Paris-05,TV,5,789.8341769054016
CSV_02964,2023-08-15,London-01,Keyboard,1,1463.9236741848379
CSV_02965,2023-10-28,Paris-05,Mouse,4,-99.86920573287495
CSV_02966,2023-08-18,NYC-02,Monitor,1,204.51305778473443
CSV_02967,2023-11-27,Tokyo-04,TV,3,1044.771358002007
CSV_02968,2023-07-14,London-01,TV,5,1922.851650403201
CSV_02969,2023-11-30,London-01,Laptop,5,917.9262556953383
CSV_02970,2023-12-09,Paris-05,Cables,5,-461.64452127530075
CSV_02971,2023-08-08,Paris-05,Cables,5,974.280330659953
CSV_02972,2023-11-06,Tokyo-04,Keyboard,1,1271.8035985807362
CSV_02973,2023-08-31,Berlin-03,Monitor,6,1293.1400485345073
CSV_02974,2023-10-31,Berlin-03,Keyboard,4,931.2860105801656
CSV_02975,2023-10-12,NYC-02,Cables,5,-278.68939188554305
CSV_02976,2023-12-08,Berlin-03,Mouse,2,962.5001562563475
CSV_02977,2023-12-27,Paris-05,Monitor,2,382.37765567860197
CSV_02978,2023-12-11,London-01,Laptop,1,831.5565829185632
CSV_02979,2023-07-09,Paris-05,Cables,5,-415.10684495633456
CSV_02980,2023-09-21,Paris-05,TV,1,-289.20618285861883
CSV_02981,2023-11-02,Tokyo-04,Monitor,9,1047.9280249932756
CSV_02982,2023-07-13,London-01,Mouse,1,1938.4016201956924
CSV_02983,2023-09-12,NYC-02,Keyboard,7,250.788558659817
CSV_02984,2023-09-22,Paris-05,Cables,9,968.0402305972889
CSV_02985,2023-12-21,NYC-02,Laptop,7,1076.8421984177576
CSV_02986,2023-12-06,Berlin-03,Mouse,8,75.03068026650317
CSV_02987,2023-10-15,Berlin-03,TV,2,159.57259171100702
CSV_02988,2023-12-24,Paris-05,Keyboard,2,-210.5051837087894
CSV_02989,2023-07-11,London-01,Laptop,1,1664.9619189590267
CSV_02990,2023-09-04,London-01,TV,1,389.70505736989867
CSV_02991,2023-08-22,Berlin-03,Mouse,9,1822.8825964009793
CSV_02992,2023-10-04,Berlin-03,Monitor,1,7.695120498697918
CSV_02993,2023-07-18,Paris-05,Mouse,3,-399.42555993477106
CSV_02994,2023-12-26,NYC-02,Monitor,5,1410.308369912833
CSV_02995,2023-07-21,NYC-02,Mouse,7,-241.46239307637774
CSV_02996,2023-07-24,Tokyo-04,Keyboard,3,-196.34119676642007
CSV_02997,2023-09-17,NYC-02,Monitor,3,159.70623212481155
CSV_02998,2023-08-18,Paris-05,Cables,4,-222.33353351604381
CSV_02999,2023-09-08,Berlin-03,Cables,7,-317.55703278479274
CSV_03000,2023-10-07,Berlin-03,Keyboard,8,-304.37578313325866
CSV_03001,2023-10-19,NYC-02,Keyboard,3,-248.6686691919447
CSV_03002,2023-07-26,Paris-05,Mouse,8,985.1679589679745
CSV_03003,2023-11-25,Paris-05,TV,9,1524.0675507402566
CSV_03004,2023-08-08,Paris-05,TV,5,-365.87429561561476
CSV_03005,2023-07-28,Paris-05,Monitor,5,784.9529630426721
CSV_03006,2023-08-29,London-01,Cables,3,151.59211828493403
CSV_03007,2023-10-21,London-01,Phone,2,1642.6366311824881
CSV_03008,2023-10-19,NYC-02,Phone,5,1088.3212664923988
CSV_03009,2023-10-23,Paris-05,Monitor,5,397.0844045861628
CSV_03010,2023-07-29,Paris-05,Laptop,7,759.1726617826914
CSV_03011,2023-08-24,Tokyo-04,TV,8,1222.3759715960157
CSV_03012,2023-09-07,Tokyo-04,Mouse,5,1387.401762081726
CSV_03013,2023-08-05,NYC-02,TV,5,200.47088935265174
CSV_03014,2023-09-12,Berlin-03,TV,7,585.0475092281267
CSV_03015,2023-12-11,Berlin-03,Monitor,8,1398.698255449302
CSV_03016,2023-10-28,London-01,Cables,7,-263.78639898230205
CSV_03017,2023-11-07,Paris-05,Monitor,4,708.4046323793225
CSV_03018,2023-11-07,Tokyo-04,Monitor,2,-246.63717215894343
CSV_03019,2023-08-23,NYC-02,Phone,5,1658.8958625722248
CSV_03020,2023-10-01,NYC-02,Laptop,5,1653.8375729803279
CSV_03021,2023-11-11,London-01,Mouse,8,1177.8781309771907
CSV_03022,2023-10-21,London-01,Mouse,4,97.70965799078476
CSV_03023,2023-08-28,London-01,Keyboard,3,520.0755716736093
CSV_03024,2023-07-06,Berlin-03,Cables,,1494.9819299785067
CSV_03025,2023-12-12,Paris-05,Laptop,6,-325.7215913285597
CSV_03026,2023-07-15,NYC-02,Phone,5,1269.4283722718599
CSV_03027,2023-09-27,London-01,TV,7,1772.840717819819
CSV_03028,2023-07-28,Tokyo-04,Phone,9,1819.618279610133
CSV_03029,2023-10-28,London-01,Phone,7,1169.923417936077
CSV_03030,2023-12-12,Tokyo-04,Keyboard,4,475.0941198182253
CSV_03031,2023-11-13,Berlin-03,Mouse,3,1922.2727190466385
CSV_03032,2023-08-30,NYC-02,Monitor,3,1974.8607195272998
CSV_03033,2023-07-27,Paris-05,Mouse,4,261.5795557405846
CSV_03034,2023-08-13,Berlin-03,Mouse,4,922.8995431282531
CSV_03035,2023-12-03,London-01,TV,2,-142.8281828911072
CSV_03036,2023-12-10,Berlin-03,Mouse,5,726.3559586616811
CSV_03037,2023-11-21,Tokyo-04,Laptop,5,1893.6156230367087
CSV_03038,2023-10-24,London-01,Phone,8,402.19037843732144
CSV_03039,2023-07-10,Paris-05,Laptop,5,1180.2382347731163
CSV_03040,2023-09-08,Paris-05,Cables,1,118.62712330905845
CSV_03041,2023-09-23,Berlin-03,Keyboard,9,1663.1761820478664
CSV_03042,2023-11-11,Paris-05,Keyboard,6,-286.98892277140936
CSV_03043,2023-07-03,NYC-02,TV,7,569.1615917824511
CSV_03044,2023-10-25,Berlin-03,TV,7,-176.12259739189932
CSV_03045,2023-08-23,Paris-05,Cables,5,392.7597877958699
CSV_03046,2023-09-14,Tokyo-04,Monitor,5,1772.1467118283326
CSV_03047,2023-09-23,London-01,Laptop,3,841.093093035616
CSV_03048,2023-07-14,Tokyo-04,Mouse,6,1476.9531720105383
CSV_03049,2023-10-20,Paris-05,Keyboard,1,1840.0660922491084
CSV_03050,2023-08-31,London-01,Keyboard,3,1047.2401222298768
CSV_03051,2023-07-09,Berlin-03,TV,7,1782.6480347091042
CSV_03052,2023-12-01,NYC-02,Keyboard,6,1992.5435528288754
CSV_03053,2023-07-25,Tokyo-04,Keyboard,8,1238.0848675785699
CSV_03054,2023-08-07,Tokyo-04,Cables,7,1604.565420476361
CSV_03055,2023-10-24,NYC-02,Laptop,6,822.7407076090733
CSV_03056,2023-11-16,Berlin-03,TV,3,1024.068453391104
CSV_03057,2023-09-16,NYC-02,Keyboard,5,654.8110302933048
CSV_03058,2023-12-07,London-01,Laptop,,-20.7330725956557
CSV_03059,2023-09-02,London-01,Laptop,,615.0293710853059
CSV_03060,2023-12-21,Berlin-03,TV,7,-481.6628985598427
CSV_03061,2023-09-20,Tokyo-04,Cables,6,1455.7248874003033
CSV_03062,2023-09-18,Berlin-03,Cables,9,373.8178252492845
CSV_03063,2023-09-12,Tokyo-04,Keyboard,4,280.21687670741585
CSV_03064,2023-10-24,London-01,Mouse,7,1069.8330325432107
CSV_03065,2023-09-23,Paris-05,Monitor,6,1487.7401559256732
CSV_03066,2023-10-12,Tokyo-04,Phone,1,1929.33240005963
CSV_03067,2023-11-12,London-01,Keyboard,1,1776.523874107263
CSV_03068,2023-12-11,London-01,Cables,3,1754.7029382627761
CSV_03069,2023-11-04,Paris-05,TV,,-492.85874295704394
CSV_03070,2023-12-27,Berlin-03,TV,8,202.9232036301181
CSV_03071,2023-12-02,Paris-05,Keyboard,7,815.8837735253837
CSV_03072,2023-12-12,Paris-05,Keyboard,4,1233.2389555493646
CSV_03073,2023-10-29,Berlin-03,Monitor,7,920.2666577274026
CSV_03074,2023-10-06,Tokyo-04,Monitor,2,1395.0706682385464
CSV_03075,2023-12-14,NYC-02,Cables,5,1860.7520497495407
CSV_03076,2023-12-11,Paris-05,TV,4,510.7705398208475
CSV_03077,2023-09-06,NYC-02,Cables,2,815.3380306002464
CSV_03078,2023-10-15,Berlin-03,Monitor,9,1969.1082974801566
CSV_03079,2023-09-14,Paris-05,TV,5,516.8000170826738
CSV_03080,2023-10-05,Paris-05,Monitor,2,585.6612165592944
CSV_03081,2023-11-16,London-01,Phone,6,345.66361802524364
CSV_03082,2023-08-01,NYC-02,Phone,6,735.873586807526
CSV_03083,2023-12-07,Tokyo-04,Cables,7,423.693819961092
CSV_03084,2023-07-03,Berlin-03,Laptop,1,849.6806046317574
CSV_03085,2023-07-22,Berlin-03,Keyboard,3,-371.50081765222035
CSV_03086,2023-07-22,Berlin-03,Keyboard,6,893.9342168877199
CSV_03087,2023-07-06,London-01,Laptop,7,1194.2537911103532
CSV_03088,2023-08-22,Tokyo-04,Monitor,4,1292.0476125268658
CSV_03089,2023-12-03,Paris-05,Cables,3,559.8734973562005
CSV_03090,2023-09-24,Tokyo-04,TV,9,1008.7794770353244
CSV_03091,2023-11-19,London-01,Phone,QTY_ERR,368.88234769028077
CSV_03092,2023-10-12,London-01,Cables,3,1953.419937027074
CSV_03093,2023-11-22,London-01,Keyboard,1,1320.5838094077917
CSV_03094,2023-09-16,Paris-05,Cables,4,-332.0269214502001
CSV_03095,2023-12-11,London-01,Mouse,9,164.9842705297782
CSV_03096,2023-09-27,Berlin-03,Keyboard,2,1671.96365793306
CSV_03097,2023-08-08,London-01,TV,8,-495.21997085760813
CSV_03098,2023-11-18,Tokyo-04,Keyboard,5,647.5431318703188
CSV_03099,2023-12-05,Paris-05,Keyboard,4,620.2126897564524
CSV_03100,2023-10-23,Tokyo-04,Mouse,5,-467.06695320701056
CSV_03101,2023-08-25,NYC-02,Laptop,7,1118.6205559188104
